PMID,Original_Title,Generated_Title
35265400,"A comparative study of life skills, lifestyle habits and academic performance in  health promoting and non-health promoting schools in the Autonomous Community of  Aragon, Spain.",Background: There is insufficient evidence about the impact of health
35417768,Effect of transvaginal aspiration of oocytes on blood and peritoneal fluid parameters in mares., and its association with protein
34956854,"Molecular Identification of Equine Herpesvirus 1, 2, and 5 in Equids with Signs of Respiratory Disease in Central Ethiopia.","BACKGROUND: Equine herpesvirus (EHV) infections have major economic, health, and"
34792655,FrpA is the outer membrane piscibactin transporter in Vibrio anguillarum: structural elements in synthetic piscibactin analogues required for transport., and its association with phenotype
35350941,The Association Between Chronological Age and Maturity Status on Lower Body Clinical Measurements and Asymmetries in Elite Youth Tennis Players.,BACKGROUND: Tennis is one of the most popular sports among
34780248,Genetics of Thoroughbred Racehorse Performance., and its association with genetic
35280150,The Economic Cost of Burnout in Veterinary Medicine.,Study of  in animal
34715642,"Pleistocene expansion, anthropogenic pressure and ocean currents: Disentangling the past and ongoing evolutionary history of Patella aspera Röding, 1798 in the archipelago of Madeira.", and its association with gene
35167731,Evaluation of the treatment of equine glandular gastric disease with either long-acting-injectable or oral omeprazole.,BACKGROUND: Equine glandular gastric disease (EGGD) is common in domesticated
34893836,Analysis of Genetic Diversity in the American Standardbred Horse Utilizing Short  Tandem Repeats and Single Nucleotide Polymorphisms., and its association with genetic
35035141,Identification and validation of reference genes for qRT-PCR based studies in horse gram (Macrotyloma uniflorum)., and its association with genotype
35124154,Platelet Lysate Enhances Equine Skeletal Muscle Regeneration in A Bupivacaine-Induced Muscle Injury Model☆., and its association with gene
34556604,Toe white line separation associated with the notch (crena marginalis) on the distal phalanges in Thoroughbred yearling horses.,The shape of the white line of the hoof is
34946933,Identification of W13 in the American Miniature Horse and Shetland Pony Populations., and its association with trait
35091745,Impaired intrauterine growth in the context of maternal hookworm infection during gestation.,"Hookworm infection is associated with poor nutritional outcomes, anemia and"
34808328,Risk factors for jockey falls in Japanese Thoroughbred jump racing.,Jockey safety is an important subject from a welfare perspective
35368402,Packed cell volume and heart rate to predict medical and surgical cases and their short-term survival in horses with gastrointestinal-induced colic.,125 horses with gastrointestinal tract-induced colic was to
34973368,Antibody Responses to a Reverse Genetics-Derived Bivalent Inactivated Equine Influenza Vaccine in Thoroughbred Horses.,Updating vaccine strains is important to control equine influenza (EI).
34943238,Genomic Analysis of 18th-Century Kazakh Individuals and Their Oral Microbiome., and its association with genetic
34974118,Clinical and pathological examination of mycotoxicosis as an associated risk factor for colic in equine.,A retrospective cohort study was conducted on two Egyptian horse
34612517,"Biallelic TMEM260 variants cause truncus arteriosus, with or without renal defects.", and its association with phenotype
34621931,Dataset of single nucleotide polymorphisms and comprehensive proteomic analysis of Streptococcus equi subsp. equi ATCC 39506., and its association with gene
34444402,"The Potential Role of Hamstring Extensibility on Sagittal Pelvic Tilt, Sagittal Spinal Curves and Recurrent Low Back Pain in Team Sports Players: A Gender Perspective Analysis.",It is assumed that mechanical restriction of hamstring tightness disrupts
35062868,Performance of Swedish Warmblood fragile foal syndrome carriers and breeding prospects., and its association with allele
34530895,"15q26 deletion in a patient with congenital heart defect, growth restriction and  intellectual disability: case report and literature review.", and its association with genotype
34655811,Duplication of blaCTX-M-1 and a class 1 integron on the chromosome enhances antimicrobial resistance in Escherichia coli isolated from racehorses in Japan., and its association with chromosome
34864361,Assessment of anti-Müllerian hormone in mares' transitional period and in relation to fertility in elderly mares., and its association with marker
35431284,Investigation of multiple Felis catus papillomavirus types (-1/-2/-3/-4/-5/-6) DNAs in feline oral squamous cell carcinoma: a multicentric study.,Recent evidence suggests a possible association of Felis catus papillomavirus
35283854,"Microbial Biofilms Along a Geochemical Gradient at the Shallow-Water Hydrothermal System of Vulcano Island, Mediterranean Sea.",Shallow water hydrothermal vents represent highly dynamic environments where strong
35023993,Equine nonneoplastic abnormal ovary in a draft mare with high serum anti-Müllerian hormone: a case study.,We performed a standing hand-assisted laparoscopic ovariectomy in a draft
35197397,Characteristic computed tomographic myelography findings in 23 Thoroughbred horses.,Characteristic computed tomographic (ct) myelography findings of cervical
34520465,Lack of effect on in-hospital mortality of drugs used during COVID-19 pandemic: Findings of the retrospective multicenter COVOCA study.,"INTRODUCTION: During COVID-19 pandemic, the use of several drugs has"
34937842,Relationship between the ultrasonographic findings of suspected superficial digital flexor tendon injury and the prevalence of subsequent severe superficial  digital flexor tendon injuries in Thoroughbred horses: a retrospective study.,The onset of severe injury to the superficial digital flexor
34880567,"Traumatic and non-traumatic spinal cord injury: Demographic characteristics, neurological and functional outcomes. A 7-year single centre experience.",OBJECTIVE: The aim of this study is to evaluate demographic
34539211,Persistence of virus-neutralizing antibodies in horses inoculated with two doses  of a live equine herpesvirus type 1 vaccine with different vaccination intervals.,The antibody response in horses inoculated with 2 doses of
34801788,"DPF3, A Putative Candidate Gene For Melanoma Etiopathogenesis in Gray Horses.", and its association with chromosome
34673473,Co-infection with Trypanosoma congolense and Trypanosoma brucei is a significant  risk factor for cerebral trypanosomosis in the equid population of the Gambia.,Trypanosomosis is a major cause of morbidity and mortality in
34714153,Personalized Medicine for Kidney Transplantation: Association of Graft Survival and Acute Transplant Rejection with Genetic Variation in B Cell Activating Factor System Signaling., and its association with gene
34967284,"Evaluation of Antibodies Directed Against Two GPCRs, Anti-AT1R and Anti-ETAR, on  Kidney Transplant Outcome.", and its association with protein
34649126,The enteroinsular axis during hospitalization in newborn foals.,The enteroinsular axis (EIA) is an energy regulatory system that
34956173,Transcriptional and Histochemical Signatures of Bone Marrow Mononuclear Cell-Mediated Resolution of Synovitis., and its association with protein
34444372,Healthy Lifestyle and Academic Performance in Middle School Students from the Region of Aragón (Spain).,A healthy lifestyle is important to the present and future
34565068,Management of antithrombotic therapy in patients with atrial fibrillation and acute coronary syndromes.,"If atrial fibrillation (AF) and acute coronary syndrome (ACS) coexist,"
35150300,Selection signatures for heat tolerance in Brazilian horse breeds., and its association with protein
35397022,"Multivariate tools to investigate the spatial contaminant distribution in a highly anthropized area (Gulf of Naples, Italy).",The Gulf of Naples located in a high anthropized coastal
