PMID,Original_Title,Generated_Title
33811050,Cross-sectional study evaluating the association between integrated care and health-related quality of life (HRQOL) in Dutch primary care.,Integrated care and health-related quality of life in a primary care practice population: a cross-sectional study.
35268179,"High Polymorphism in the Dmrt2a Gene Is Incompletely Sex-Linked in Spotted Scat,  Scatophagus argus.",Sequencing and expression analysis of Dmrt2a and its paralog (mrrt3△-Y) genes in the spotted scat.
32539165,Moving Beyond p < 0.05 in Ecotoxicology: A Guide for Practitioners.,The use of null hypothesis significance testing in ecotoxicology.
33791570,Multiple Degrees of Freedom in the Fish Skull and Their Relation to Hydraulic Transport of Prey in Channel Catfish.,Validation of a 3D mechanical linkage model of the catfish skull.
34650438,Genistein Inhibits the Pathogenesis of Aeromonas hydrophila by Disrupting Quorum  Sensing Mediated Biofilm Formation and Aerolysin Production.,"Genistein, without anti-Aeromonas hydrophila activity, reduces the production of aerolysin and reduces biofilm formation in channel catfish."
32771347,The coordinated outcome of STIM1-Orai1 and superoxide signalling is crucial for headkidney macrophage apoptosis and clearance of Mycobacterium fortuitum.,TLR-2-mediated internalization of headkidney macrophage from Clarias gariepinus.
34636005,Hepatic nodular alterations in wild fish from a hyper-eutrophic freshwater system with cyanobacterial blooms: a species and seasonal comparison.,Seasonal and species comparison of hepatic nodular alterations in Clarias gariepinus and Oreochromis mossambicus from the hyper-eutrophic Roodeplaat Dam in South Africa.
33537518,Genetic Variability Comparison of Wild and Cultured Far Eastern Catfish (Silurus  asotus) of Korea using Microsatellite Marker.,Genetic diversity and association of wild and cultured catfish (Silurus asotus) in Korea.
33285164,"Immunogenicity study of OmpU subunit vaccine against Vibrio mimicus in yellow catfish, Pelteobagrus fulvidraco.",Recombinant outer membrane protein U (OmpU) of Vibrio mimicus in yellow catfish (Oncorhynchus mykiss).
33552125,Comparative Transcriptome Analysis During the Seven Developmental Stages of Channel Catfish (Ictalurus punctatus) and Tra Catfish (Pangasianodon hypophthalmus) Provides Novel Insights for Terrestrial Adaptation.,Transitions in catfish (Pangasianodon hypophthalmus) and their association with air-breathing ability.
35291838,"Identification of sex chromosome and sex-determining gene of southern catfish (Silurus meridionalis) based on XX, XY and YY genome sequencing.",Generation of a high-contiguity chromosome-level genome assembly of amhr2 as the sex-determining gene in a catfish (Silurus meridionalis).
33680422,"Management Practices, Farmers' Knowledge of Diseased Fish, and Their Occurrence in Fish Farms in Nyeri County, Kenya.","Fish farmers' management practices, occurrence, and knowledge of fish diseases in Nyeri County, Kenya."
33366454,"The first complete mitochondrial genome sequence of the korean endemic catfish Silurus microdorsalis (Actinopteri, Siluriformes, Siluridae).",Complete mitochondrial genome sequence of Silurus microdorsalis (Silurus glanis).
33275944,Phylogenetic reconstruction of early diverging tapeworms (Cestoda: Caryophyllidea) reveals ancient radiations in vertebrate hosts and biogeographic  regions.,Molecular phylogenetic analysis of the genus Caryophyllidea reveals a clade that parasitises African cichlids in Australia.
33829356,"Cloning, characterization, and transcriptional activity of β-actin promoter of African catfish (Clarias gariepinus).",Molecular characterization and expression analysis of the β-actinP promoter of African catfish (Clarias gariepinus).
35166964,Allelically and Differentially Expressed Genes After Infection of Edwardsiella ictaluri in Channel Catfish as Determined by Bulk Segregant RNA-Seq.,Identification of quantitative trait loci for resistance to enteric septicemia in catfish.
32649095,Treatment of an Abscess of the Leg in a Febrile Child After Incidental Trauma from the Barb of a Freshwater Fish: A Case Report.,"A case report of incidental trauma to the anterolateral leg of a freshwater fish, Edwardsiella tarda."
34607243,"Effects of moderate exercise on hepatic amino acid and fatty acid composition, liver transcriptome, and intestinal microbiota in channel catfish (Ictalurus punctatus).",Long-Term Exercise Alters Hepatic Metabolic Pathways and Intestinal Microbiota in Channel Catfish (Ictalurus punctatus).
33028208,A high-density SNP-based genetic map and several economic traits-related loci in  Pelteobagrus vachelli.,Construction of a high-density genetic linkage map for Pelteobagrus vachelli.
33474020,"The complete mitochondrial genome sequence of Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae).","Molecular characterization of the south torrent catfish Liobagrus mediadiposalis (Teleostei, Siluriformes, Amblycipitidae)."
35049086,"Diversity, host specificity and biogeography in the Cladocorynidae (Hydrozoa, Capitata), with description of a new genus.",Molecular and morphological characterization of Cladocorynidae krempfi from the Indo-Pacific and Caribbean.
34802624,Potential Impacts of Body Image Perception in Female Equestrians.,"Female body image, rider perceptions of judge and coach bias and effect of breast size on subjective judging in equestrianism."
34894442,In vitro motions of the medial and lateral proximal sesamoid bones under mid-stance load conditions are consistent with racehorse fracture configurations.,Molecular characterization of proximal sesamoid bone in Thoroughbred racehorses.
35257378,Professional stereotypes among specialties and fields of work within the veterinary community.,Detection of specialty-specific stereotypes in the UK veterinary community.
34578268,Prevalence of Nasal Shedding of Equid Gammaherpesviruses in Healthy Swiss Horses.,Equid Gamma Herpesvirus (eGHV) shedding in healthy Swiss horses and their association with clinical signs.
35136578,"Risk factors, hematological and biochemical profile associated with colic in Delman horses in Gresik, Indonesia.","Risk factors and hematological profiles of horses with colic in Gresik, East Java, Indonesia."
34945242,"The Association between Bisphenol A, Steroid Hormones, and Selected MicroRNAs Levels in Seminal Plasma of Men with Infertility.","Bisphenol A, a potential endocrine-disrupting chemical, affects semen quality in azoospermic men."
34944194,"Association of Equine Herpesvirus 5 with Mild Respiratory Disease in a Survey of  EHV1, -2, -4 and -5 in 407 Australian Horses.","Prevalence and clinical signs of equine herpes virus 5 infection in horses in Victoria, Australia."
35264835,"Relationship between Osteoporosis, Multiple Fractures, and Egg Intake in Healthy  Elderly.",The association between whole-body bone mineral density and bone density in the elderly.
35011793,The Prevalence of Atopy in Biologically Treated Spondyloarthropathies: A Retrospective Study of 200 Patients.,Association between atopic disorders and spondyloarthropathies in patients with psoriatic arthritis.
35023992,Arthroscopic guided repair of a slab fracture of the fourth carpal bone in an 8-month-old thoroughbred horse.,Right forelimb lameness in an 8-month-old thoroughbred colt.
35146012,The Gingiva of Horses With Pituitary Pars Intermedia Dysfunction: A Macroscopic Anatomical Evaluation.,Pituitary pars intermedia dysfunction and adenoma in horses with clinical signs of dental disorders.
34679946,Genomic Regions Associated with the Position and Number of Hair Whorls in Horses.,Genome-wide association analysis for hair whorl traits in Quarter Horses.
34889527,Moderate-intensity training in hypoxia improves exercise performance and glycolytic capacity of skeletal muscle in horses.,"Modelling exercise performance, aerobic capacity, and glycolytic/oxidative metabolism in skeletal muscle of Thoroughbred horses in moderate hypoxia."
35197083,Concordance between the schedule for the evaluation of individual quality of life-direct weighting (SEIQoL-DW) and the EuroQoL-5D (EQ-5D) measures of quality  of life outcomes in adults with X-linked hypophosphatemia.,Evaluation of QoL-DW as a tool for accurate measurement of quantitative trait loci in children with phosphate wasting.
35456409,Genome-Wide Detection of Copy Number Variants in Chinese Indigenous Horse Breeds  and Verification of CNV-Overlapped Genes Related to Heat Adaptation of the Jinjiang Horse.,Identification of genome-wide CNVs in Chinese indigenous horse breeds and their association with adaptability to heat shock.
