PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
35011793,The Prevalence of Atopy in Biologically Treated Spondyloarthropathies: A Retrospective Study of 200 Patients.,(1) Background: Recent data shed light on the association between,Association between atopic disorders and spondyloarthropathies in patients with psoriatic arthritis.,Association between atopic disorders and spondyloarthropathies in patients with psoriatic arthritis.,0.014350755161376995
35023992,Arthroscopic guided repair of a slab fracture of the fourth carpal bone in an 8-month-old thoroughbred horse.,An 8-month-old thoroughbred colt presented with sudden onset right forelimb,Right forelimb lameness in an 8-month-old thoroughbred colt.,Right forelimb lameness in an 8-month-old thoroughbred colt with sudden onset right forelimbs lameness.,0.14349222748535198
35146012,The Gingiva of Horses With Pituitary Pars Intermedia Dysfunction: A Macroscopic Anatomical Evaluation.,Pituitary pars intermedia dysfunction (PPID) is a common neurodegenerative disease,Pituitary pars intermedia dysfunction and adenoma in horses with clinical signs of dental disorders.,Pituitary pars intermedia dysfunction and adenoma in horses with clinical signs of dental disorders.,0.09303723531853667
34679946,Genomic Regions Associated with the Position and Number of Hair Whorls in Horses., and its association with chromosome,Genome-wide association analysis for hair whorl traits in Quarter Horses.,Genome-wide association analysis for hair whorl traits in Quarter Horses.,0.020577107905082877
34889527,Moderate-intensity training in hypoxia improves exercise performance and glycolytic capacity of skeletal muscle in horses., and its association with protein,"Modelling exercise performance, aerobic capacity, and glycolytic/oxidative metabolism in skeletal muscle of Thoroughbred horses in moderate hypoxia.","Modelling exercise performance, aerobic capacity, and glycolytic/oxidative metabolism in skeletal muscle of Thoroughbred horses in moderate hypoxia.",0.033271889139709514
35197083,Concordance between the schedule for the evaluation of individual quality of life-direct weighting (SEIQoL-DW) and the EuroQoL-5D (EQ-5D) measures of quality  of life outcomes in adults with X-linked hypophosphatemia.,BACKGROUND: Accurate measurement of any constructs in clinical studies is,Evaluation of QoL-DW as a tool for accurate measurement of quantitative trait loci in children with phosphate wasting.,Evaluation of QoL-DW as a tool for accurate measurement of quantitative trait loci in children with phosphate wasting.,0.016317456445879727
35456409,Genome-Wide Detection of Copy Number Variants in Chinese Indigenous Horse Breeds  and Verification of CNV-Overlapped Genes Related to Heat Adaptation of the Jinjiang Horse., and its association with chromosome,Identification of genome-wide CNVs in Chinese indigenous horse breeds and their association with adaptability to heat shock.,Identification of genome-wide CNVs in Chinese indigenous horse breeds and their association with adaptability to heat shock.,0.22197748922619132
35252415,Fine-Scale Analysis of Runs of Homozygosity Islands Affecting Fertility in Mares.,Approach of  in livestock,The effect of increased inbreeding depression on mare fertility.,The effect of increased inbreeding depression on mare fertility.,0.019201920550239778
34839288,Low Concentration of Fecal Valeric Acid at 1 Year of Age Is Linked with Eczema and Food Allergy at 13 Years of Age: Findings from a Swedish Birth Cohort.,BACKGROUND: Short-chain fatty acids (SCFAs) are abundant bacterial metabolites in,Association of short-chain fatty acid pattern during 1 year of age with eczema and food allergy.,Association of short-chain fatty acid pattern during 1 year of age with eczema and food allergy.,0.1436730744746795
35229298,Incidence of carpal fractures and risk factors for recurrent fractures after arthroscopic removal of carpal chip fracture fragments in Thoroughbred racehorses.,Recent incidence of carpal fractures and the risk,Carpal fractures and risk factors for recurrent ipsilateral fractures after arthroscopic removal of clinically active unilateral carpal chip fracture fragments in Thoroughbred racehorses.,Occurrence of carpal fractures and risk factors for recurrent ipsilateral fractures after arthroscopic removal of clinically active unilateral carpal chip fracture fragments in Thoroughbred racehorses.,0.6444280974574026
35335029,Equids' Core Vaccines Guidelines in North America: Considerations and Prospective.,Vaccination against infectious diseases is a cornerstone of veterinary medicine,Association of Equine Practitioners (AAEP) guidelines for the vaccination of small companion animals and horses in North America.,Association of Equine Practitioners (AAEP) guidelines for the vaccination of small companion animals and horses in North America.,0.027166383723579154
35409830,Reliability of a Qualitative Instrument to Assess High-Risk Mechanisms during a 90° Change of Direction in Female Football Players.,Sidestep cuts between 60° and 180° and one-leg landings have,Comparison of intra- and inter-rater reliability of a cutting movement assessment tool for high-risk movements in a 90° change of direction.,Comparison of intra- and inter-rater reliability of a cutting movement assessment tool for high-risk movements in a 90° change of direction in female footballers.,0.30166728533047465
34973367,Outside the Classroom: An Evaluation of Equine Internships.,Equine internships provide real experiences for students but are lightly,"Equine internships: perceptions of their value and perception of compensation, skill acquisition, and job offers.","Equine internships: perceptions of their value and perceptions of compensation, skill acquisition, and job offers.",0.015718877363021206
34549280,Ethnic differences in risk of severe Covid-19: To what extent are they driven by  exposure?,BACKGROUND: This study quantifies the risk of Covid-19 among ethnic,Risk of short-duration Covid-19 sickness absence among ethnic groups of healthcare workers during the first pandemic wave in England.,Risk of short-duration Covid-19 sickness absence among ethnic groups of healthcare workers during the first pandemic wave in England.,0.02560744480557418
35164972,World association for the advancement of veterinary parasitology (WAAVP): Third edition of guideline for evaluating the efficacy of equine anthelmintics.,Efficacy of anthelmintic drugs against internal parasites of,A guideline for evaluating the efficacy of anthelmintic drugs against internal parasites of horses.,A guideline for evaluating the efficacy of anthelmintic drugs against internal parasites of horses.,0.23687803201409394
35023990,Design and storage stability of reference materials for microfluidic quantitative PCR-based equine gene doping tests., and its association with genetic,Design and storage of a novel reference polymerase chain reaction for simultaneous analysis of transgenes.,Design and storage of a novel reference polymerase chain reaction for simultaneous analysis of transgenes.,0.07779637090949697
34732605,High prevalence of Mycoplasma equirhinis in Thoroughbred horses with respiratory  symptoms in autumn 2018.,Mycoplasma species are often isolated from horses with respiratory symptoms;,Association of Mycoplasma equi subsp. zooepidemicus and Streptococcus pneumoniae with respiratory symptoms in Thoroughbred racehorses in Japan.,Association of Mycoplasma equi subsp. zooepidemicus with respiratory symptoms in Thoroughbred racehorses in Japan in 2018.,0.21305413619585087
35379180,The gut bacterial microbiome of Nile tilapia (Oreochromis niloticus) from lakes across an altitudinal gradient.,BACKGROUND: Microorganisms inhabiting the gut play a significant role in,Association of altitude with the composition and diversity of the gut microbiota of Nile tilapia (Oreochromis niloticus) from four Ethiopian lakes.,Association of altitude with the composition and diversity of the gut microbiota of Nile tilapia (Oreochromis niloticus) from four lakes in Ethiopia.,0.24648321974767612
34949471,Fractional Flow Reserve in End-Stage Liver Disease.,Functional significance of epicardial stenoses assuming negligible venous,Fractional flow reserve (FFR) accounting for negligible venous pressure and microvascular resistance in patients with end-stage liver disease.,Fractional flow reserve (FFR) accounting for negligible venous pressure and microvascular resistance in patients with end-stage liver disease.,0.09344667213582157
35012724,Evaluation of risk factors affecting strongylid egg shedding on Hungarian horse farms.,"In Hungary, equine parasite control is mostly based on traditional","Association of fecal egg counts with stocking density in horses on Pest county, Hungary.","Association of fecal egg counts with stocking density in horses on Pest county, Hungary.",0.018798317647335087
